# sbprofile_multiband.py arguments:
#  bin = 1
#  exposuremap = /home/jsanders/data2/chandra/spt/SPT-CLJ0000-5748/expmap_total_masked_1000_1250.fits.gz
#  inimage = /home/jsanders/data2/chandra/spt/SPT-CLJ0000-5748/total_img_1000_1250.fits.gz
#  mask = None
#  outprofile = /home/jsanders/chandra/spt/sb-ccen/SPT-CLJ0000-5748/total_fg_prof_1000_1250.dat
#  oversample = 1
#  rmax = 2080
#  xc = 666.0
#  yc = 688.0
# rcentre(amin) rhalfwidth(amin) counts area(amin2) exposure sb
1.1931 0.0041 0.0 0.06293664 28453.0462032 0.0
1.2013 0.0041 0.0 0.06105392 28473.5397949 0.0
1.2095 0.0041 2.0 0.06132288 28460.9713199 0.00114592906507
1.2177 0.0041 0.0 0.06401248 28452.3701772 0.0
1.2259 0.0041 0.0 0.06347456 28461.637678 0.0
1.2341 0.0041 0.0 0.06374352 28496.9367095 0.0
1.2423 0.0041 0.0 0.0618608 28517.0743645 0.0
1.2505 0.0041 2.0 0.06562624 28483.7214896 0.00106993093031
1.2587 0.0041 1.0 0.06367628 28514.6649187 0.000550749414031
1.2669 0.0041 0.0 0.0669038 28530.9759925 0.0
1.2751 0.0041 0.0 0.06428144 28550.6710654 0.0
1.2833 0.0041 0.0 0.06529004 28554.1515987 0.0
1.2915 0.0041 1.0 0.06838308 28537.3898702 0.000512433004547
1.2997 0.0041 0.0 0.06448316 28564.2030543 0.0
1.3079 0.0041 1.0 0.06724 28588.6515856 0.000520209912524
1.3161 0.0041 0.0 0.06750896 28566.8263205 0.0
1.3243 0.0041 1.0 0.07100544 28572.1967865 0.000492906726046
1.3325 0.0041 1.0 0.06885376 28598.9541038 0.000507834483927
1.3407 0.0041 0.0 0.06697104 28595.1221582 0.0
1.3489 0.0041 0.0 0.06972788 28624.3124099 0.0
1.3571 0.0041 0.0 0.06898824 28591.6998073 0.0
1.3653 0.0041 1.0 0.07201404 28615.9912243 0.00048525948218
1.3735 0.0041 0.0 0.06851756 28625.5420516 0.0
1.3817 0.0041 0.0 0.06831584 28638.9773272 0.0
1.3899 0.0041 0.0 0.07302264 28635.0749549 0.0
1.3981 0.0041 0.0 0.07167784 28619.9028935 0.0
1.4063 0.0041 0.0 0.07181232 28635.0617299 0.0
1.4145 0.0041 0.0 0.07073648 28644.2210071 0.0
1.4227 0.0041 0.0 0.073964 28628.7723646 0.0
1.4309 0.0041 1.0 0.0736278 28654.3181523 0.000473988819329
1.4391 0.0041 0.0 0.07174508 28633.3081907 0.0
1.4473 0.0041 0.0 0.07376228 28647.9024364 0.0
1.4555 0.0041 0.0 0.07181232 28614.9665263 0.0
1.4637 0.0041 0.0 0.07618292 28572.8312002 0.0
1.4719 0.0041 0.0 0.07517432 28532.9232292 0.0
1.4801 0.0041 1.0 0.07335884 28487.3995984 0.000478514097546
1.4883 0.0041 0.0 0.07584672 28533.0464618 0.0
1.4965 0.0041 1.0 0.0776622 28484.9784093 0.000452037450047
1.5047 0.0041 0.0 0.07846908 28544.0699036 0.0
1.5129 0.0041 1.0 0.07470364 28520.6457414 0.000469352226128
1.5211 0.0041 1.0 0.07853632 28520.330426 0.000446452130379
1.5293 0.0041 2.0 0.080688 28543.6909108 0.000868382204376
1.5375 0.0041 2.0 0.07880528 28504.1764984 0.000890361106865
1.5457 0.0041 0.0 0.07961216 28575.0894695 0.0
1.5539 0.0041 0.0 0.07853632 28528.7360805 0.0
1.5621 0.0041 1.0 0.08015008 28542.3253844 0.000437126048483
1.5703 0.0041 1.0 0.08257072 28542.1283666 0.000424314207227
1.5785 0.0041 0.0 0.07907424 28517.8362193 0.0
1.5867 0.0041 1.0 0.08391552 28566.8369507 0.000417153175472
1.5949 0.0041 1.0 0.08041904 28538.4030476 0.000435723966413
1.6031 0.0041 0.0 0.08378104 28551.1549873 0.0
1.6113 0.0041 0.0 0.08351208 28554.2167082 0.0
1.6195 0.0041 0.0 0.08189832 28526.8328912 0.0
1.6277 0.0041 1.0 0.08431896 28565.5454012 0.000415175997993
1.6359 0.0041 0.0 0.08243624 28531.6524847 0.0
1.6441 0.0041 0.0 0.08700856 28546.7707449 0.0
1.6523 0.0041 0.0 0.08310864 28532.2271417 0.0
1.6605 0.0041 0.0 0.0833776 28519.5367927 0.0
1.6687 0.0041 0.0 0.08929472 28526.919594 0.0
1.6769 0.0041 1.0 0.08526032 28490.788063 0.000411669393494
1.6851 0.0041 2.0 0.0887568 28526.3497687 0.000789918266483
1.6933 0.0041 0.0 0.08499136 28510.1427346 0.0
1.7015 0.0041 0.0 0.08768096 28497.6267749 0.0
1.7097 0.0041 1.0 0.08902576 28478.3795604 0.000394429179467
1.7179 0.0041 1.0 0.08768096 28449.059016 0.000400891453406
1.7261 0.0041 1.0 0.08821888 28460.8650302 0.000398281711248
1.7343 0.0041 0.0 0.09063952 28419.1616239 0.0
1.7425 0.0041 2.0 0.08983264 28452.613137 0.000782480771036
1.7507 0.0041 1.0 0.09037056 28490.8589595 0.000388389502988
1.7589 0.0041 1.0 0.09037056 28530.6603509 0.000387847684382
1.7671 0.0041 1.0 0.08902576 28535.9979165 0.000393632769228
1.7753 0.0041 0.0 0.09306016 28514.7822965 0.0
1.7835 0.0041 1.0 0.09252224 28563.4701987 0.000378392824502
1.7917 0.0041 1.0 0.09117744 28569.514272 0.000383892607359
1.7999 0.0041 1.0 0.09306016 28587.6449815 0.000375887449218
1.8081 0.0041 2.0 0.09306016 28558.540266 0.000752541050848
1.8163 0.0041 0.0 0.09366532 28569.4883749 0.0
1.8245 0.0041 1.0 0.09541356 28592.4366036 0.00036655464977
1.8327 0.0041 2.0 0.0921188 28589.4922514 0.000759408198394
1.8409 0.0041 1.0 0.095817 28588.2675269 0.000365064491996
1.8491 0.0041 1.0 0.09339636 28597.3812192 0.000374406849029
1.8573 0.0041 0.0 0.09534632 28601.8437915 0.0
1.8655 0.0041 0.0 0.09501012 28618.823628 0.0
1.8737 0.0041 1.0 0.097498 28574.4556612 0.000358943693285
1.8819 0.0041 0.0 0.10059104 28608.3754247 0.0
1.8901 0.0041 0.0 0.094136 28614.8334203 0.0
1.8983 0.0041 1.0 0.09642216 28612.9632425 0.000362460184313
1.9065 0.0041 0.0 0.09702732 28615.8975184 0.0
1.9147 0.0041 0.0 0.0981704 28600.8996357 0.0
1.9229 0.0041 2.0 0.10092724 28610.2886492 0.000692626907514
1.9311 0.0041 0.0 0.09635492 28617.3839862 0.0
1.9393 0.0041 0.0 0.09904452 28618.6181736 0.0
1.9475 0.0041 0.0 0.10207032 28622.4904506 0.0
1.9557 0.0041 0.0 0.09763248 28627.983465 0.0
1.9639 0.0041 1.0 0.10328064 28628.633314 0.000338205342389
1.9721 0.0041 1.0 0.09843936 28620.3538044 0.000354941042314
1.9803 0.0041 0.0 0.10543232 28632.531818 0.0
1.9885 0.0041 1.0 0.10408752 28620.968532 0.000335673465851
1.9967 0.0041 1.0 0.10166688 28632.3075277 0.000343529592391
2.0049 0.0041 0.0 0.10435648 28639.9046485 0.0
2.0131 0.0041 0.0 0.10032208 28628.9321662 0.0
2.0213 0.0041 0.0 0.10865984 28634.4741037 0.0
2.0295 0.0041 0.0 0.10381856 28629.2891545 0.0
2.0377 0.0041 1.0 0.10274272 28638.5434705 0.000339858404787
2.0459 0.0041 0.0 0.10516336 28650.2260052 0.0
2.0541 0.0041 1.0 0.104222 28625.7294418 0.000335184583049
2.0623 0.0041 2.0 0.10731504 28658.1055671 0.00065031223623
2.0705 0.0041 1.0 0.105903 28623.876808 0.000329885542765
2.0787 0.0041 0.0 0.1065754 28628.093923 0.0
2.0869 0.0041 2.0 0.1082564 28635.4786043 0.000645166737616
2.0951 0.0041 0.0 0.10879432 28628.1704305 0.0
2.1033 0.0041 1.0 0.1069116 28641.1876416 0.000326575912012
2.1115 0.0041 3.0 0.10677712 28622.604774 0.000981598527125
2.1197 0.0041 0.0 0.11101324 28638.5495508 0.0
2.1279 0.0041 0.0 0.1089288 28623.6460629 0.0
2.1361 0.0041 1.0 0.1102736 28632.1932364 0.000316718790887
2.1443 0.0041 0.0 0.1102736 28628.5515787 0.0
2.1525 0.0041 1.0 0.11054256 28635.4066269 0.000315912730676
2.1607 0.0041 1.0 0.11134944 28645.3817631 0.000313514295369
2.1689 0.0041 0.0 0.1102736 28636.6732613 0.0
2.1771 0.0041 0.0 0.11457696 28639.3855319 0.0
2.1853 0.0041 0.0 0.11215632 28627.7540806 0.0
2.1935 0.0041 2.0 0.11188736 28649.0986927 0.000623933070724
2.2017 0.0041 0.0 0.11511488 28621.9697592 0.0
2.2099 0.0041 0.0 0.11269424 28643.7057482 0.0
2.2181 0.0041 0.0 0.11350112 28629.6333108 0.0
2.2263 0.0041 0.0 0.11619072 28634.7158582 0.0
2.2345 0.0041 1.0 0.11619072 28633.5845112 0.000300574987881
2.2427 0.0041 0.0 0.11484592 28624.9908801 0.0
2.2509 0.0041 0.0 0.11350112 28647.3620091 0.0
2.2591 0.0041 1.0 0.11888032 28633.7966493 0.000293772472311
2.2673 0.0041 0.0 0.11592176 28634.6232066 0.0
2.2755 0.0041 1.0 0.1183424 28625.9575823 0.000295188615441
2.2837 0.0041 0.0 0.11672864 28616.1516152 0.0
2.2919 0.0041 0.0 0.11753552 28640.1748415 0.0
2.3001 0.0041 1.0 0.11995616 28633.1755805 0.00029114405655
2.3083 0.0041 0.0 0.11726656 28633.0743272 0.0
2.3165 0.0041 2.0 0.11941824 28632.6984518 0.000584920779352
2.3247 0.0041 0.0 0.11914928 28622.4441123 0.0
2.3329 0.0041 0.0 0.12210784 28639.4546232 0.0
2.3411 0.0041 0.0 0.121032 28633.6158408 0.0
2.3493 0.0041 0.0 0.11861136 28630.0017009 0.0
2.3575 0.0041 0.0 0.12210784 28637.3962146 0.0
2.3657 0.0041 0.0 0.12156992 28636.8749123 0.0
2.3739 0.0041 1.0 0.12318368 28639.1991172 0.000283456197556
2.3821 0.0041 2.0 0.1250664 28636.4178917 0.000558432460821
2.3903 0.0041 0.0 0.11780448 28641.7617844 0.0
2.3985 0.0041 1.0 0.12802496 28662.1130729 0.000272519225629
2.4067 0.0041 1.0 0.12345264 28641.2187267 0.000282818701818
2.4149 0.0041 3.0 0.12425952 28654.2117748 0.000842564422071
2.4231 0.0041 3.0 0.1237216 28648.0866176 0.000846408674936
2.4313 0.0041 0.0 0.12694912 28640.6602238 0.0
2.4395 0.0041 2.0 0.12721808 28658.5363071 0.000548563810427
2.4477 0.0041 0.0 0.12318368 28634.9775355 0.0
2.4559 0.0041 0.0 0.12587328 28605.9301061 0.0
2.4641 0.0041 1.0 0.12668016 28568.4643931 0.000276315024351
2.4723 0.0041 5.0 0.12661292 28541.0007145 0.00138363896288
2.4805 0.0041 0.0 0.1307818 28542.6708289 0.0
2.4887 0.0041 3.0 0.12499916 28517.7459111 0.00084158689666
2.4969 0.0041 0.0 0.12688188 28523.227688 0.0
2.5051 0.0041 0.0 0.131118 28523.4788372 0.0
2.5133 0.0041 1.0 0.12694912 28517.5985806 0.000276221420132
2.5215 0.0041 1.0 0.12990768 28509.49966 0.000270007344503
2.5297 0.0041 2.0 0.12701636 28492.4256431 0.000552638210258
2.5379 0.0041 0.0 0.13595928 28500.1750265 0.0
2.5461 0.0041 0.0 0.12936976 28491.4946838 0.0
2.5543 0.0041 1.0 0.1317904 28492.1294985 0.000266312354522
2.5625 0.0041 0.0 0.13017664 28488.4464898 0.0
2.5707 0.0041 1.0 0.13232832 28484.9244235 0.000265296872111
2.5789 0.0041 1.0 0.13636272 28483.1434615 0.000257463949636
2.5871 0.0041 1.0 0.13286624 28488.6497341 0.000264188244683
2.5953 0.0041 1.0 0.13226108 28469.3490632 0.000265576961618
2.6035 0.0041 0.0 0.13400932 28476.3875622 0.0
2.6117 0.0041 0.0 0.13528688 28466.9816839 0.0
2.6199 0.0041 1.0 0.13374036 28464.0645588 0.000262688219182
2.6281 0.0041 0.0 0.1334714 28459.8089541 0.0
2.6363 0.0041 4.0 0.13555584 28456.353764 0.00103696120196
2.6445 0.0041 0.0 0.13824544 28460.3395215 0.0
2.6527 0.0041 0.0 0.1371696 28449.8653129 0.0
2.6609 0.0041 0.0 0.13421104 28429.6373204 0.0
2.6691 0.0041 1.0 0.13878336 28429.1119723 0.000253454092565
2.6773 0.0041 0.0 0.13878336 28428.8309426 0.0
2.6855 0.0041 1.0 0.14012816 28404.3463958 0.000251240575939
2.6937 0.0041 1.0 0.1398592 28407.2246413 0.000251698226018
2.7019 0.0041 1.0 0.13663168 28381.4014203 0.000257878274323
2.7101 0.0041 1.0 0.14039712 28375.9627803 0.000251010099053
2.7183 0.0041 1.0 0.13797648 28336.1318567 0.00025577280955
2.7265 0.0041 1.0 0.13878336 28318.4799401 0.000254444263697
2.7347 0.0041 3.0 0.1452384 28330.291515 0.000729102782117
2.7429 0.0041 2.0 0.13959024 28340.3971897 0.000505555697488
2.7511 0.0041 1.0 0.1425488 28361.7342825 0.000247345293186
2.7593 0.0041 1.0 0.14039712 28351.1666035 0.000251229634668
2.7675 0.0041 1.0 0.13932128 28360.0116153 0.000253090672486
2.7757 0.0041 0.0 0.14819696 28384.8696926 0.0
2.7839 0.0041 0.0 0.1425488 28357.9645958 0.0
2.7921 0.0041 0.0 0.14631424 28380.9335906 0.0
2.8003 0.0041 1.0 0.14281776 28369.2418811 0.000246814148982
2.8085 0.0041 0.0 0.14201088 28372.1450249 0.0
2.8167 0.0041 1.0 0.14954176 28383.0224996 0.000235601944687
2.8249 0.0041 0.0 0.14174192 28365.7620001 0.0
2.8331 0.0041 0.0 0.14900384 28384.2770044 0.0
2.8413 0.0041 0.0 0.14443152 28362.7727938 0.0
2.8495 0.0041 0.0 0.14705388 28371.1413226 0.0
2.8577 0.0041 0.0 0.14570908 28376.0332403 0.0
2.8659 0.0041 1.0 0.1435574 28355.1558418 0.000245664485568
2.8741 0.0041 1.0 0.14806248 28381.3820711 0.000237969577961
2.8823 0.0041 2.0 0.14799524 28356.0639467 0.000476580535885
2.8905 0.0041 0.0 0.14779352 28371.9442978 0.0
2.8987 0.0041 3.0 0.14799524 28363.9163786 0.000714672894827
2.9069 0.0041 1.0 0.14483496 28358.3804484 0.000243469840748
2.9151 0.0041 1.0 0.15081932 28370.7452819 0.000233707299452
2.9233 0.0041 1.0 0.14597804 28352.928204 0.000241609804329
2.9315 0.0041 1.0 0.1526348 28360.9992641 0.000231006877292
2.9397 0.0041 0.0 0.1482642 28349.704912 0.0
2.9479 0.0041 3.0 0.14833144 28348.5935091 0.000713438472605
2.9561 0.0041 1.0 0.15458476 28346.9557212 0.000228205915882
2.9643 0.0041 0.0 0.1489366 28333.4471068 0.0
2.9725 0.0041 1.0 0.15404684 28338.5112933 0.000229071033016
2.9807 0.0041 1.0 0.14981072 28323.107802 0.00023567645848
2.9889 0.0041 1.0 0.15606404 28326.0517687 0.000226209640862
2.9971 0.0041 0.0 0.15418132 28314.5808803 0.0
3.0053 0.0041 1.0 0.15384512 28300.5900439 0.00022967873356
3.0135 0.0041 1.0 0.15310548 28311.6073215 0.000230698482898
3.0217 0.0041 1.0 0.15518992 28304.3340921 0.000227658331674
3.0299 0.0041 0.0 0.1576778 28302.2868715 0.0
3.0381 0.0041 2.0 0.15592956 28293.0770807 0.000453337201665
3.0463 0.0041 1.0 0.15545888 28293.4991246 0.000227351489828
3.0545 0.0041 0.0 0.15680368 28294.3773882 0.0
3.0627 0.0041 0.0 0.15761056 28285.3488774 0.0
3.0709 0.0041 1.0 0.161376 28267.9948248 0.000219212871198
3.0791 0.0041 0.0 0.15680368 28225.9896339 0.0
3.0873 0.0041 1.0 0.15761056 28186.8645332 0.000225096073629
3.0955 0.0041 0.0 0.161376 28157.4057797 0.0
3.1037 0.0041 2.0 0.15841744 28120.5044088 0.000448956122249
3.1119 0.0041 1.0 0.161376 28124.7961321 0.000220329003611
3.1201 0.0041 0.0 0.15707264 28087.9174421 0.0
3.1283 0.0041 1.0 0.1640656 28096.4038755 0.000216936051797
3.1365 0.0041 0.0 0.1627208 28058.7788381 0.0
3.1447 0.0041 1.0 0.161376 27999.5851108 0.000221314290338
3.1529 0.0041 2.0 0.16245184 27938.0501421 0.000440665721042
3.1611 0.0041 2.0 0.16218288 27861.2678919 0.000442612944817
3.1693 0.0041 0.0 0.16567936 27815.1304377 0.0
3.1775 0.0041 0.0 0.161376 27725.75985 0.0
