# sbprofile_multiband.py arguments:
#  bin = 1
#  exposuremap = /home/jsanders/data2/chandra/spt/SPT-CLJ0000-5748/expmap_total_masked_0750_1000.fits.gz
#  inimage = /home/jsanders/data2/chandra/spt/SPT-CLJ0000-5748/total_img_0750_1000.fits.gz
#  mask = None
#  outprofile = /home/jsanders/chandra/spt/sb-ccen/SPT-CLJ0000-5748/total_fg_prof_0750_1000.dat
#  oversample = 1
#  rmax = 2080
#  xc = 666.0
#  yc = 688.0
# rcentre(amin) rhalfwidth(amin) counts area(amin2) exposure sb
0.0041 0.0041 1.0 6.724e-05 29728.254068 0.500268192895
0.0123 0.0041 9.0 0.00053792 29752.2904959 0.562347037965
0.0205 0.0041 6.0 0.00107584 29748.6850318 0.187471730994
0.0287 0.0041 3.0 0.0013448 29744.598839 0.0749989940409
0.0369 0.0041 7.0 0.00161376 29713.030997 0.14598631208
0.0451 0.0041 3.0 0.0026896 29681.6233978 0.0375790596285
0.0533 0.0041 1.0 0.00242064 29667.8959268 0.0139246102338
0.0615 0.0041 3.0 0.00322752 29659.7502484 0.03133897752
0.0697 0.0041 4.0 0.00376544 29675.7173041 0.0357967034801
0.0779 0.0041 4.0 0.00376544 29696.3199566 0.0357718685159
0.0861 0.0041 3.0 0.00457232 29704.2176401 0.0220885149762
0.0943 0.0041 7.0 0.00430336 29724.6486038 0.0547234705
0.1025 0.0041 2.0 0.0053792 29729.4558894 0.0125061992354
0.1107 0.0041 1.0 0.00618608 29733.4793784 0.00543674213722
0.1189 0.0041 6.0 0.00591712 29738.9612041 0.0340969143867
0.1271 0.0041 2.0 0.00645504 29738.870157 0.0104185335149
0.1353 0.0041 4.0 0.00645504 29739.4710677 0.0208366459996
0.1435 0.0041 3.0 0.00779984 29739.0290185 0.0129332828615
0.1517 0.0041 2.0 0.0080688 29741.5542248 0.00833407462395
0.1599 0.0041 4.0 0.0080688 29746.5217532 0.0166653657458
0.1681 0.0041 4.0 0.00833776 29744.0715883 0.0161291018261
0.1763 0.0041 5.0 0.00968256 29742.9429962 0.0173618447613
0.1845 0.0041 6.0 0.00914464 29738.5755929 0.0220629953896
0.1927 0.0041 1.0 0.0094136 29659.1665066 0.00358166792266
0.2009 0.0041 2.0 0.01022048 29504.4622732 0.0066324044045
0.2091 0.0041 1.0 0.01129632 29299.0321406 0.00302141053612
0.2173 0.0041 2.0 0.01183424 29189.1825434 0.00578985504087
0.2255 0.0041 3.0 0.01102736 29133.0886622 0.0093382000042
0.2337 0.0041 3.0 0.01129632 29083.1621259 0.00913151094346
0.2419 0.0041 1.0 0.01291008 29089.3858439 0.00266278752919
0.2501 0.0041 4.0 0.01264112 29037.0277702 0.0108973845675
0.2583 0.0041 1.0 0.01398592 29051.5361739 0.00246116005898
0.2665 0.0041 0.0 0.013448 29051.5805488 0.0
0.2747 0.0041 0.0 0.01398592 29009.1026338 0.0
0.2829 0.0041 1.0 0.01533072 28987.5947343 0.00225022148643
0.2911 0.0041 4.0 0.01398592 28980.2589203 0.0098688532328
0.2993 0.0041 1.0 0.01559968 28948.9764976 0.00221437462769
0.3075 0.0041 1.0 0.01533072 28986.4983358 0.00225030659983
0.3157 0.0041 4.0 0.01721344 28976.8152397 0.00801939618443
0.3239 0.0041 1.0 0.01667552 29018.3265385 0.00206656110379
0.3321 0.0041 2.0 0.01586864 29035.4345876 0.00434072184724
0.3403 0.0041 4.0 0.01828928 28984.1852327 0.00754574780386
0.3485 0.0041 1.0 0.01775136 29035.7135929 0.00194015248551
0.3567 0.0041 1.0 0.01936512 28944.4662138 0.00178407974509
0.3649 0.0041 0.0 0.01855824 28858.1353768 0.0
0.3731 0.0041 1.0 0.01828928 28767.4332091 0.00190065055924
0.3813 0.0041 2.0 0.01990304 28738.0182005 0.00349666288953
0.3895 0.0041 4.0 0.01963408 28704.6973574 0.00709735392465
0.3977 0.0041 1.0 0.02097888 28661.9611458 0.00166307485892
0.4059 0.0041 0.0 0.02044096 28617.7078437 0.0
0.4141 0.0041 4.0 0.02259264 28578.6260577 0.00619514767638
0.4223 0.0041 0.0 0.02178576 28499.7255292 0.0
0.4305 0.0041 2.0 0.02097888 28384.1863235 0.00335870025976
0.4387 0.0041 1.0 0.02313056 28251.4671155 0.00153028685156
0.4469 0.0041 3.0 0.02178576 28022.2018276 0.00491412594649
0.4551 0.0041 0.0 0.02528224 27886.1942856 0.0
0.4633 0.0041 1.0 0.02313056 27640.9977447 0.00156408422965
0.4715 0.0041 1.0 0.0242064 27514.1785696 0.00150145818888
0.4797 0.0041 1.0 0.02447536 27605.3884493 0.0014800522548
0.4879 0.0041 1.0 0.02474432 27630.7622122 0.00146262034849
0.4961 0.0041 1.0 0.02635808 27701.1492763 0.00136958326465
0.5043 0.0041 1.0 0.02608912 27745.6700205 0.00138148238833
0.5125 0.0041 3.0 0.02635808 27802.2984894 0.00409380150439
0.5207 0.0041 0.0 0.02676152 27758.3298949 0.0
0.5289 0.0041 2.0 0.02561844 27639.8480807 0.0028245005495
0.5371 0.0041 1.0 0.02844252 27574.2719124 0.00127505193293
0.5453 0.0041 1.0 0.0262236 27467.301372 0.0013883267626
0.5535 0.0041 0.0 0.0279046 27472.0501444 0.0
0.5617 0.0041 1.0 0.02965284 27455.8578018 0.00122828370088
0.5699 0.0041 0.0 0.02750116 27491.9847386 0.0
0.5781 0.0041 2.0 0.02985456 27469.6960199 0.00243873980713
0.5863 0.0041 1.0 0.02877872 27520.2722908 0.00126262911537
0.5945 0.0041 1.0 0.0322752 27460.1767282 0.00112830816238
0.6027 0.0041 1.0 0.03119936 27501.983536 0.0011654410121
0.6109 0.0041 1.0 0.03119936 27441.146508 0.00116802479509
0.6191 0.0041 1.0 0.03200624 27377.9761844 0.00114120588124
0.6273 0.0041 1.0 0.0322752 27357.5011202 0.00113254282277
0.6355 0.0041 0.0 0.03335104 27305.1495217 0.0
0.6437 0.0041 0.0 0.03200624 27383.6722119 0.0
0.6519 0.0041 4.0 0.03335104 27377.8015636 0.00438078600155
0.6601 0.0041 2.0 0.0349648 27366.027889 0.00209019681697
0.6683 0.0041 1.0 0.03362 27349.647618 0.00108755331317
0.6765 0.0041 2.0 0.03604064 27184.3389863 0.00204135587971
0.6847 0.0041 1.0 0.03388896 27117.5546169 0.00108815618589
0.6929 0.0041 1.0 0.03604064 26950.0017516 0.0010295529985
0.7011 0.0041 0.0 0.03684752 26945.2567894 0.0
0.7093 0.0041 0.0 0.03657856 26891.1779227 0.0
0.7175 0.0041 0.0 0.03711648 26889.5519291 0.0
0.7257 0.0041 0.0 0.03523376 26980.1380701 0.0
0.7339 0.0041 0.0 0.040344 26981.2428895 0.0
0.7421 0.0041 0.0 0.03711648 27137.0226306 0.0
0.7503 0.0041 0.0 0.03873024 27209.4367242 0.0
0.7585 0.0041 0.0 0.0389992 27207.3135064 0.0
0.7667 0.0041 1.0 0.03926816 27308.8723534 0.000932514687027
0.7749 0.0041 2.0 0.04088192 27231.1854745 0.00179652044268
0.7831 0.0041 1.0 0.0389992 27245.5728689 0.00094112727029
0.7913 0.0041 0.0 0.040344 27225.4850459 0.0
0.7995 0.0041 1.0 0.04249568 27218.2729005 0.000864559033169
0.8077 0.0041 0.0 0.04088192 27321.5750943 0.0
0.8159 0.0041 2.0 0.04323532 27332.8950576 0.00169241039457
0.8241 0.0041 1.0 0.04054572 27465.4336505 0.000897983842884
0.8323 0.0041 0.0 0.04397496 27460.7735961 0.0
0.8405 0.0041 1.0 0.0423612 27521.0842735 0.000857760821029
0.8487 0.0041 0.0 0.0410164 27594.418208 0.0
0.8569 0.0041 1.0 0.0443784 27574.531855 0.000817184671595
0.8651 0.0041 0.0 0.04249568 27713.0277797 0.0
0.8733 0.0041 0.0 0.04619388 27607.4783963 0.0
0.8815 0.0041 1.0 0.0450508 27703.6549806 0.000801235941823
0.8897 0.0041 1.0 0.04464736 27695.9016874 0.000808702353406
0.8979 0.0041 0.0 0.04599216 27698.3707008 0.0
0.9061 0.0041 0.0 0.04626112 27744.9692702 0.0
0.9143 0.0041 0.0 0.0484128 27693.3834935 0.0
0.9225 0.0041 1.0 0.047068 27746.5535982 0.000765711567842
0.9307 0.0041 0.0 0.04787488 27653.0731135 0.0
0.9389 0.0041 0.0 0.05002656 27700.5358384 0.0
0.9471 0.0041 0.0 0.0484128 27665.8217228 0.0
0.9553 0.0041 0.0 0.04814384 27696.9744851 0.0
0.9635 0.0041 1.0 0.04948864 27786.1629441 0.000727220147975
0.9717 0.0041 0.0 0.05056448 27842.5451553 0.0
0.9799 0.0041 0.0 0.05083344 27868.1143351 0.0
0.9881 0.0041 0.0 0.05056448 27941.5036405 0.0
0.9963 0.0041 0.0 0.04948864 27981.8246928 0.0
1.0045 0.0041 0.0 0.05190928 28054.9699688 0.0
1.0127 0.0041 1.0 0.05540576 28024.5380543 0.000644030775508
1.0209 0.0041 1.0 0.05056448 28101.8828703 0.000703751016812
1.0291 0.0041 0.0 0.05432992 28068.5744169 0.0
1.0373 0.0041 2.0 0.05083344 28147.8780079 0.0013977671683
1.0455 0.0041 0.0 0.05486784 28134.1675935 0.0
1.0537 0.0041 0.0 0.05540576 28144.860212 0.0
1.0619 0.0041 0.0 0.05298512 28232.0657372 0.0
1.0701 0.0041 0.0 0.0564816 28171.3345093 0.0
1.0783 0.0041 0.0 0.05432992 28241.2321245 0.0
1.0865 0.0041 1.0 0.05809536 28215.3834891 0.000610060063209
1.0947 0.0041 1.0 0.05675056 28256.7006616 0.000623603289872
1.1029 0.0041 0.0 0.053792 28305.1533158 0.0
1.1111 0.0041 1.0 0.0591712 28264.4574582 0.000597928107899
1.1193 0.0041 0.0 0.05728848 28307.1933653 0.0
1.1275 0.0041 1.0 0.05863328 28301.3943713 0.000602626155393
1.1357 0.0041 0.0 0.05809536 28330.1129206 0.0
1.1439 0.0041 0.0 0.05728848 28370.8391181 0.0
1.1521 0.0041 0.0 0.06132288 28316.4091111 0.0
1.1603 0.0041 0.0 0.05863328 28384.6397983 0.0
1.1685 0.0041 0.0 0.06024704 28369.7237457 0.0
1.1767 0.0041 1.0 0.060516 28390.1407835 0.000582052608173
1.1849 0.0041 0.0 0.06132288 28390.5846843 0.0
1.1931 0.0041 1.0 0.06293664 28426.5890476 0.000558948371763
1.2013 0.0041 0.0 0.06105392 28446.6994985 0.0
1.2095 0.0041 1.0 0.06132288 28433.8080855 0.000573511893966
1.2177 0.0041 0.0 0.06401248 28424.0859652 0.0
1.2259 0.0041 0.0 0.06347456 28432.5683833 0.0
1.2341 0.0041 0.0 0.06374352 28468.1367271 0.0
1.2423 0.0041 1.0 0.0618608 28486.9502258 0.000567464256235
1.2505 0.0041 0.0 0.06562624 28453.2594801 0.0
1.2587 0.0041 2.0 0.06367628 28483.2940093 0.00110271199603
1.2669 0.0041 1.0 0.0669038 28498.8064814 0.000524472283456
1.2751 0.0041 0.0 0.06428144 28517.6226668 0.0
1.2833 0.0041 0.0 0.06529004 28520.6005576 0.0
1.2915 0.0041 1.0 0.06838308 28503.8474102 0.000513036020109
1.2997 0.0041 1.0 0.06448316 28529.249871 0.000543579832273
1.3079 0.0041 2.0 0.06724 28553.8726575 0.00104168706773
1.3161 0.0041 0.0 0.06750896 28531.0101265 0.0
1.3243 0.0041 2.0 0.07100544 28535.6466354 0.000987076140515
1.3325 0.0041 1.0 0.06885376 28561.6047257 0.000508498567838
1.3407 0.0041 0.0 0.06697104 28557.3035535 0.0
1.3489 0.0041 0.0 0.06972788 28586.5585094 0.0
1.3571 0.0041 1.0 0.06898824 28553.8520039 0.00050764513704
1.3653 0.0041 0.0 0.07201404 28577.7014071 0.0
1.3735 0.0041 0.0 0.06851756 28586.5072294 0.0
1.3817 0.0041 0.0 0.06831584 28599.1475974 0.0
1.3899 0.0041 3.0 0.07302264 28594.7439339 0.00143673778306
1.3981 0.0041 1.0 0.07167784 28578.9610602 0.00048816726527
1.4063 0.0041 0.0 0.07181232 28593.4645973 0.0
1.4145 0.0041 0.0 0.07073648 28602.3804721 0.0
1.4227 0.0041 0.0 0.073964 28585.6409487 0.0
1.4309 0.0041 1.0 0.0736278 28610.7511435 0.000474710585597
1.4391 0.0041 1.0 0.07174508 28589.1932039 0.000487535198893
1.4473 0.0041 0.0 0.07376228 28602.4815629 0.0
1.4555 0.0041 0.0 0.07181232 28568.689972 0.0
1.4637 0.0041 0.0 0.07618292 28525.1512942 0.0
1.4719 0.0041 0.0 0.07517432 28483.9152833 0.0
1.4801 0.0041 0.0 0.07335884 28437.5221227 0.0
1.4883 0.0041 1.0 0.07584672 28481.7351436 0.000462910201797
1.4965 0.0041 0.0 0.0776622 28433.2920334 0.0
1.5047 0.0041 1.0 0.07846908 28491.2945856 0.000447290069246
1.5129 0.0041 0.0 0.07470364 28466.8327148 0.0
1.5211 0.0041 2.0 0.07853632 28464.0367386 0.000894670168872
1.5293 0.0041 0.0 0.080688 28487.0289538 0.0
1.5375 0.0041 3.0 0.07880528 28446.185457 0.00133826432594
1.5457 0.0041 0.0 0.07961216 28516.8181002 0.0
1.5539 0.0041 0.0 0.07853632 28469.0580471 0.0
1.5621 0.0041 0.0 0.08015008 28481.5861816 0.0
1.5703 0.0041 0.0 0.08257072 28480.7556288 0.0
1.5785 0.0041 0.0 0.07907424 28454.9447374 0.0
1.5867 0.0041 0.0 0.08391552 28503.5518409 0.0
1.5949 0.0041 0.0 0.08041904 28473.4239069 0.0
1.6031 0.0041 0.0 0.08378104 28485.6286165 0.0
1.6113 0.0041 1.0 0.08351208 28487.060925 0.000420342260074
1.6195 0.0041 0.0 0.08189832 28458.7517738 0.0
1.6277 0.0041 1.0 0.08431896 28496.6995716 0.000416179031202
1.6359 0.0041 0.0 0.08243624 28461.0912301 0.0
1.6441 0.0041 1.0 0.08700856 28475.9970383 0.000403607362389
1.6523 0.0041 1.0 0.08310864 28460.2663749 0.000422780418112
1.6605 0.0041 0.0 0.0833776 28447.0814444 0.0
1.6687 0.0041 0.0 0.08929472 28453.1215661 0.0
1.6769 0.0041 2.0 0.08526032 28415.9409275 0.000825507448228
1.6851 0.0041 2.0 0.0887568 28450.2590461 0.000792030916901
1.6933 0.0041 0.0 0.08499136 28433.2534808 0.0
1.7015 0.0041 0.0 0.08768096 28419.6106566 0.0
1.7097 0.0041 0.0 0.08902576 28399.2647179 0.0
1.7179 0.0041 1.0 0.08768096 28368.971949 0.0004020231906
1.7261 0.0041 2.0 0.08821888 28379.7225228 0.000798840934313
1.7343 0.0041 1.0 0.09063952 28336.9229116 0.00038934061838
1.7425 0.0041 1.0 0.08983264 28369.6201669 0.000392384926806
1.7507 0.0041 0.0 0.09037056 28407.1518977 0.0
1.7589 0.0041 0.0 0.09037056 28446.2540153 0.0
1.7671 0.0041 1.0 0.08902576 28451.215354 0.000394805766391
1.7753 0.0041 0.0 0.09306016 28428.2445579 0.0
1.7835 0.0041 0.0 0.09252224 28476.235666 0.0
1.7917 0.0041 0.0 0.09117744 28481.0967067 0.0
1.7999 0.0041 0.0 0.09306016 28498.2002889 0.0
1.8081 0.0041 1.0 0.09306016 28468.4534726 0.000377461211989
1.8163 0.0041 0.0 0.09366532 28478.7739391 0.0
1.8245 0.0041 0.0 0.09541356 28500.976756 0.0
1.8327 0.0041 2.0 0.0921188 28497.2801687 0.000761865506994
1.8409 0.0041 1.0 0.095817 28495.0790487 0.000366258375487
1.8491 0.0041 1.0 0.09339636 28503.1403517 0.000375644762669
1.8573 0.0041 0.0 0.09534632 28506.4848093 0.0
1.8655 0.0041 0.0 0.09501012 28521.3225914 0.0
1.8737 0.0041 1.0 0.097498 28476.6756078 0.000360176194366
1.8819 0.0041 2.0 0.10059104 28508.6559976 0.000697419287431
1.8901 0.0041 0.0 0.094136 28513.6727619 0.0
1.8983 0.0041 1.0 0.09642216 28511.4677321 0.000363750475004
1.9065 0.0041 0.0 0.09702732 28513.3800415 0.0
1.9147 0.0041 0.0 0.0981704 28497.7996881 0.0
1.9229 0.0041 1.0 0.10092724 28505.9416566 0.000347581146221
1.9311 0.0041 1.0 0.09635492 28511.6116052 0.000364002476627
1.9393 0.0041 0.0 0.09904452 28511.3091402 0.0
1.9475 0.0041 1.0 0.10207032 28513.5245712 0.000343597202857
1.9557 0.0041 0.0 0.09763248 28517.6921521 0.0
1.9639 0.0041 0.0 0.10328064 28517.1185555 0.0
1.9721 0.0041 0.0 0.09843936 28507.8733967 0.0
1.9803 0.0041 1.0 0.10543232 28518.3265087 0.000332584649111
1.9885 0.0041 0.0 0.10408752 28506.0358679 0.0
1.9967 0.0041 2.0 0.10166688 28515.9532975 0.000689862606492
2.0049 0.0041 2.0 0.10435648 28522.43073 0.00067193001271
